raw_row_number,company_name_raw,stand_no,hall,sector,products,country,website_text,website_url,company_column,details,source_url
144,"Blueiot (Beijing) Technology Co., Ltd.",,,,,,,,"Blueiot (Beijing) Technology Co., Ltd.","Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
145,Bookista,,,,,,,,Bookista,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
146,Boost Intelligent Analytics,,,,,,,,Boost Intelligent Analytics,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
147,Booster Robotics,,,,,,,,Booster Robotics,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
148,Bosso Africa Inc.,,,,,,,,Bosso Africa Inc.,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
149,Bottobo,,,,,,,,Bottobo,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
150,BRAILLEGPT,,,,,,,,BRAILLEGPT,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
151,Branch of Company Ericsson AB,,,,,,,,Branch of Company Ericsson AB,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
152,Branch of fortinet UK Ltd.,,,,,,,,Branch of fortinet UK Ltd.,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
153,Breeze Ventures Pte. Ltd. Information Systems Technology,,,,,,,,Breeze Ventures Pte. Ltd. Information Systems Technology,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
154,BridgeWell Tek,,,,,,,,BridgeWell Tek,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
155,Broadcom,,,,,,,,Broadcom,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
156,Brooch,,,,,,,,Brooch,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
157,Browan Communications Inc.,,,,,,,,Browan Communications Inc.,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
158,Bubblegum Health,,,,,,,,Bubblegum Health,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
159,Bus14,,,,,,,,Bus14,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
160,Business Technology Company for Communications and Information Technology,,,,,,,,Business Technology Company for Communications and Information Technology,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
161,Büyütech,,,,,,,,Büyütech,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
162,BuzzMatch,,,,,,,,BuzzMatch,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
163,Byanat,,,,,,,,Byanat,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
164,BYNH,,,,,,,,BYNH,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
165,Byond Asia Tech Ltd,,,,,,,,Byond Asia Tech Ltd,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
166,Candles Tech,,,,,,,,Candles Tech,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
167,Canonical Group Limited,,,,,,,,Canonical Group Limited,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
168,Canovate Elektronik Endüstri ve Ticaret A.Ş.,,,,,,,,Canovate Elektronik Endüstri ve Ticaret A.Ş.,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
169,CapitalNumbers Infotech Limited,,,,,,,,CapitalNumbers Infotech Limited,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
170,Carbon One Consulting FZCO DMCC,,,,,,,,Carbon One Consulting FZCO DMCC,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
171,Cardial Trading Company LTD,,,,,,,,Cardial Trading Company LTD,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
172,Career First,,,,,,,,Career First,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
173,Carely,,,,,,,,Carely,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
174,CCI,,,,,,,,CCI,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
175,Ceipiemonte s.c.p.a.,,,,,,,,Ceipiemonte s.c.p.a.,"Official rendered listing exposes company name only; stand, country, sector, and website not visible in the card.",https://onegiantleap.com/exhibit/our-2026-exhibitors?page=1
